List,Display_Title,Grain,Column,Type,Required,Indexed,Choices,Column_Note,List_Note
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,File_Name,Text,Y,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,File_URL,URL,Y,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Portfolio_ID,Text,N,N,,Derivable from the folder — that much the path gives us,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Fiscal_Year,Text,N,N,,Derivable from the folder,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Discovered_DateTime,DateTime,Y,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Uploaded_By,User,N,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Suggested_Installation_ID,Text,N,N,,Weak hint only. Never auto-applied.,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Suggested_Document_Code,Text,N,N,,Weak hint only.,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Resolution_Status,Choice,Y,N,Needs Classification; Classified; Not an EOM document; Duplicate,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Resolved_Submission_ID,Text,N,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Resolved_By,User,N,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Unmatched_File,MF Unmatched File,One row per file found in the FY folder that could not be resolved,Resolved_DateTime,DateTime,N,N,,,The safety net for folder drops. Should be near-empty once people use the app. No content parsing or AI Builder in MVP — a human picks from dropdowns.
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Security_ID,Text,Y,Y,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,UPN,Text,Y,Y,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Scope_Type,Choice,Y,N,Enterprise; Portfolio; Installation; Facility,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Portfolio_ID,Text,N,N,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Installation_ID,Text,N,N,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Facility_ID,Text,N,N,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Role,Choice,Y,N,BASE_USER; PORTFOLIO_MANAGER,"TWO roles, because that is what users can hold in their heads. Capability lives in the flags below, NOT in the role. Everyone gets BASE_USER automatically from CAC and GAL; PORTFOLIO_MANAGER is granted.","ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Job_Title,Text,N,N,,"Display only — 'Base Accountant', 'DFAC Manager', 'Operations Manager'. Never drives a permission decision.","ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Can_QC,Boolean,Y,N,,Review submissions. Default TRUE for PORTFOLIO_MANAGER.,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Can_Submit_On_Behalf,Boolean,Y,N,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Can_Edit_Requirements,Boolean,Y,N,,"Change the requirement catalogue, thresholds and configuration. SEPARATE from Can_QC so review and configuration can be split later without a schema change.","ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Can_Grant_Access,Boolean,Y,N,,"THE control that stops the role self-propagating. Defaults FALSE even for PORTFOLIO_MANAGER. If every PM could grant PM, the population could only ever grow and no holder would need anyone's approval to expand it. That is a privilege escalation path and it is the first thing an ISSM asks about.","ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Grant_Scope,Choice,Y,N,None; Portfolio; Enterprise,"How far a grant reaches. Portfolio means a PM grants only inside their own portfolio. Enterprise is two or three people at AFSVC, not a default.","ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Grant_Type,Choice,Y,N,GAL derived; Requested; Manual,"GAL derived is the default path: CAC identifies the user, their GAL location gives the installation, and they get it without anyone provisioning them. Requested covers a PCS who still owes their losing base a package.","ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Granted_By,Text,N,N,,Null for GAL-derived,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Granted_Date,DateTime,N,N,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Expires_Date,DateTime,N,N,,"Requested access should expire. A PCS finishing a handover needs 60 days, not permanent rights to a base they left.","ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Developer_Flag,Boolean,Y,N,,Sees feature-flagged and diagnostic surfaces. Required because a DAF tenant may allow only ONE environment — unreleased work has to coexist with production safely.,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Tester_Flag,Boolean,Y,N,,Sees Enabled_Testers features only,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_Security_Mapping,MF Security Mapping,One row per user per granted scope,Active_Flag,Boolean,Y,N,,,"ONE mapping for both Power Apps filtering and Power BI RLS. Do not maintain two permission models. Also drives dropdown defaulting: a DFAC manager with one facility row sees no dropdowns at all, just an upload box."
MF_EOM_Audit,MF EOM Audit,One row per state change,Audit_ID,Text,Y,Y,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,Entity_Type,Choice,Y,N,EOM_Item; EOM_Submission; Requirement,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,Entity_ID,Text,Y,Y,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,Action,Choice,Y,N,Generated; Uploaded; QC Accepted; QC Correction Required; QC Wrong Document; Waived; Reclassified; Status Recalculated,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,Actor_UPN,Text,Y,N,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,Action_DateTime,DateTime,Y,N,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,Old_Value,Text,N,N,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,New_Value,Text,N,N,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_EOM_Audit,MF EOM Audit,One row per state change,Detail,Note,N,N,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_App_Config,MF App Config,One row per configuration key,Config_Key,Text,Y,Y,,,"Admin-managed, read-only to everyone else. Pattern borrowed from the Microsoft Building Access sample. This is the kill switch: when something breaks after a publish you flip MaintenanceMode rather than racing to unpublish."
MF_App_Config,MF App Config,One row per configuration key,Config_Value,Text,Y,N,,,"Admin-managed, read-only to everyone else. Pattern borrowed from the Microsoft Building Access sample. This is the kill switch: when something breaks after a publish you flip MaintenanceMode rather than racing to unpublish."
MF_App_Config,MF App Config,One row per configuration key,Config_Type,Choice,Y,N,String; Boolean; Number; Date,,"Admin-managed, read-only to everyone else. Pattern borrowed from the Microsoft Building Access sample. This is the kill switch: when something breaks after a publish you flip MaintenanceMode rather than racing to unpublish."
MF_App_Config,MF App Config,One row per configuration key,Description,Note,N,N,,,"Admin-managed, read-only to everyone else. Pattern borrowed from the Microsoft Building Access sample. This is the kill switch: when something breaks after a publish you flip MaintenanceMode rather than racing to unpublish."
MF_App_Config,MF App Config,One row per configuration key,Admin_Only,Boolean,Y,N,,,"Admin-managed, read-only to everyone else. Pattern borrowed from the Microsoft Building Access sample. This is the kill switch: when something breaks after a publish you flip MaintenanceMode rather than racing to unpublish."
MF_App_Config,MF App Config,One row per configuration key,Active_Flag,Boolean,Y,N,,,"Admin-managed, read-only to everyone else. Pattern borrowed from the Microsoft Building Access sample. This is the kill switch: when something breaks after a publish you flip MaintenanceMode rather than racing to unpublish."
MF_Feature_Flags,MF Feature Flags,One row per feature,Feature_Key,Text,Y,Y,,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_Feature_Flags,MF Feature Flags,One row per feature,Feature_Name,Text,Y,N,,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_Feature_Flags,MF Feature Flags,One row per feature,Enabled_Prod,Boolean,Y,N,,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_Feature_Flags,MF Feature Flags,One row per feature,Enabled_Testers,Boolean,Y,N,,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_Feature_Flags,MF Feature Flags,One row per feature,Minimum_Role,Choice,Y,N,DFAC Manager; Accountant; MFM; Portfolio Manager; AFSVC Leadership; Admin; Developer,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_Feature_Flags,MF Feature Flags,One row per feature,Effective_Date,DateTime,N,N,,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_Feature_Flags,MF Feature Flags,One row per feature,Notes,Note,N,N,,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Event_ID,Text,Y,Y,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Event_DateTime,DateTime,Y,Y,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,User_UPN,Text,Y,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Role,Text,N,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Portfolio_ID,Text,N,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Installation_ID,Text,N,Y,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Facility_ID,Text,N,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Event_Type,Choice,Y,N,AppOpened; DocumentDiscovered; SubmissionCreated; VersionSuperseded; ClassificationSucceeded; ClassificationUncertain; ManualClassification; ExpectedItemMatched; QCAccepted; QCCorrectionRequired; QCWrongDocument; ExpectedGenerationFailed; ReconciliationMismatch; FlowFailure; PermissionDenied; MaintenanceModeBlocked,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Record_ID,Text,N,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Result,Choice,Y,N,Success; Warning; Failure,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Error_Code,Text,N,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Error_Message,Note,N,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,App_Version,Text,Y,N,,Which build produced this event. Essential when one environment holds released and unreleased code at once.,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Status_ID,Text,Y,Y,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,EOM_Item_ID,Text,Y,Y,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Reporting_Period,Text,Y,Y,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Fiscal_Year,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Portfolio_ID,Text,Y,Y,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Installation_ID,Text,Y,Y,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Installation_Name,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Facility_ID,Text,N,N,,Null for Installation and Contract scope,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Facility_Name,Text,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Operating_Model,Text,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Contract_ID,Text,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Requirement_ID,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Requirement_Name,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Document_Code,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Requirement_Scope,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Authority_Status,Text,Y,N,,Carried through so the COP can dim provisional requirements too,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Required_Flag,Boolean,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Due_Date,DateTime,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Received_Flag,Boolean,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Received_DateTime,DateTime,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Version_No,Number,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,QC_Status,Text,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Final_Status,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Status_Code,Number,Y,N,,0 Gray 1 Red 2 Yellow 3 Green,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Status_Semantic,Text,Y,N,,NOT_APPLICABLE | NOT_DUE | PENDING_VALIDATION | OVERDUE | NOT_SATISFIED | CORRECTION_REQUIRED | RECEIVED_PENDING_QC | ACCEPTED. Never colour-only.,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Action_Owner,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Action_Required,Boolean,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Package_State,Text,Y,N,,"Facility-level rollup: ACTION_REQUIRED | IN_REVIEW | COMPLETE | IN_PROGRESS | NOT_APPLICABLE. Computed over semantic statuses, never over colour codes.",Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Days_Late,Number,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,On_Time_Flag,Boolean,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Current_File_URL,URL,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Generated_DateTime,DateTime,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_Calendar_Event,MF Calendar Event,One row per authored calendar entry,Event_ID,Text,Y,Y,,,"ADDED v3. Generated suspenses come from MF_EOM_Item.Due_Date and are read-only on the calendar. This list holds what a Portfolio Manager or MFM authors: correction suspenses, assessment windows, data-call cut-offs, taskers. The two sources render on one surface and never merge."
MF_Calendar_Event,MF Calendar Event,One row per authored calendar entry,Event_Type,Choice,Y,N,Suspense; Correction due; Assessment; Data call; Reminder,,"ADDED v3. Generated suspenses come from MF_EOM_Item.Due_Date and are read-only on the calendar. This list holds what a Portfolio Manager or MFM authors: correction suspenses, assessment windows, data-call cut-offs, taskers. The two sources render on one surface and never merge."
MF_Calendar_Event,MF Calendar Event,One row per authored calendar entry,Title,Text,Y,N,,One line. It renders in a calendar cell.,"ADDED v3. Generated suspenses come from MF_EOM_Item.Due_Date and are read-only on the calendar. This list holds what a Portfolio Manager or MFM authors: correction suspenses, assessment windows, data-call cut-offs, taskers. The two sources render on one surface and never merge."
MF_Calendar_Event,MF Calendar Event,One row per authored calendar entry,Event_Date,DateTime,Y,Y,,,"ADDED v3. Generated suspenses come from MF_EOM_Item.Due_Date and are read-only on the calendar. This list holds what a Portfolio Manager or MFM authors: correction suspenses, assessment windows, data-call cut-offs, taskers. The two sources render on one surface and never merge."
MF_Calendar_Event,MF Calendar Event,One row per authored calendar entry,End_Date,DateTime,N,N,,Nullable. Assessment visits span days.,"ADDED v3. Generated suspenses come from MF_EOM_Item.Due_Date and are read-only on the calendar. This list holds what a Portfolio Manager or MFM authors: correction suspenses, assessment windows, data-call cut-offs, taskers. The two sources render on one surface and never merge."
