List,Display_Title,Grain,Column,Type,Required,Indexed,Choices,Column_Note,List_Note
MF_EOM_Audit,MF EOM Audit,One row per state change,Detail,Note,N,N,,,"Cheap now, invaluable during an IG. Every QC decision and every generated item is recorded."
MF_App_Config,MF App Config,One row per configuration key,Config_Key,Text,Y,Y,,,"Admin-managed, read-only to everyone else. Pattern borrowed from the Microsoft Building Access sample. This is the kill switch: when something breaks after a publish you flip MaintenanceMode rather than racing to unpublish."
MF_App_Config,MF App Config,One row per configuration key,Config_Value,Text,Y,N,,,"Admin-managed, read-only to everyone else. Pattern borrowed from the Microsoft Building Access sample. This is the kill switch: when something breaks after a publish you flip MaintenanceMode rather than racing to unpublish."
MF_App_Config,MF App Config,One row per configuration key,Config_Type,Choice,Y,N,String; Boolean; Number; Date,,"Admin-managed, read-only to everyone else. Pattern borrowed from the Microsoft Building Access sample. This is the kill switch: when something breaks after a publish you flip MaintenanceMode rather than racing to unpublish."
MF_App_Config,MF App Config,One row per configuration key,Description,Note,N,N,,,"Admin-managed, read-only to everyone else. Pattern borrowed from the Microsoft Building Access sample. This is the kill switch: when something breaks after a publish you flip MaintenanceMode rather than racing to unpublish."
MF_App_Config,MF App Config,One row per configuration key,Admin_Only,Boolean,Y,N,,,"Admin-managed, read-only to everyone else. Pattern borrowed from the Microsoft Building Access sample. This is the kill switch: when something breaks after a publish you flip MaintenanceMode rather than racing to unpublish."
MF_App_Config,MF App Config,One row per configuration key,Active_Flag,Boolean,Y,N,,,"Admin-managed, read-only to everyone else. Pattern borrowed from the Microsoft Building Access sample. This is the kill switch: when something breaks after a publish you flip MaintenanceMode rather than racing to unpublish."
MF_Feature_Flags,MF Feature Flags,One row per feature,Feature_Key,Text,Y,Y,,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_Feature_Flags,MF Feature Flags,One row per feature,Feature_Name,Text,Y,N,,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_Feature_Flags,MF Feature Flags,One row per feature,Enabled_Prod,Boolean,Y,N,,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_Feature_Flags,MF Feature Flags,One row per feature,Enabled_Testers,Boolean,Y,N,,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_Feature_Flags,MF Feature Flags,One row per feature,Minimum_Role,Choice,Y,N,DFAC Manager; Accountant; MFM; Portfolio Manager; AFSVC Leadership; Admin; Developer,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_Feature_Flags,MF Feature Flags,One row per feature,Effective_Date,DateTime,N,N,,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_Feature_Flags,MF Feature Flags,One row per feature,Notes,Note,N,N,,,"Ship a new screen inside the published app while normal users still see the old one. Beats the manual old-screen/new-screen swap: no renaming, no rebuild, and the rollback is a checkbox."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Event_ID,Text,Y,Y,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Event_DateTime,DateTime,Y,Y,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,User_UPN,Text,Y,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Role,Text,N,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Portfolio_ID,Text,N,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Installation_ID,Text,N,Y,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Facility_ID,Text,N,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Event_Type,Choice,Y,N,AppOpened; DocumentDiscovered; SubmissionCreated; VersionSuperseded; ClassificationSucceeded; ClassificationUncertain; ManualClassification; ExpectedItemMatched; QCAccepted; QCCorrectionRequired; QCWrongDocument; ExpectedGenerationFailed; ReconciliationMismatch; FlowFailure; PermissionDenied; MaintenanceModeBlocked,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Record_ID,Text,N,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Result,Choice,Y,N,Success; Warning; Failure,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Error_Code,Text,N,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,Error_Message,Note,N,N,,,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_App_Event_Log,MF App Event Log,One row per meaningful business event,App_Version,Text,Y,N,,Which build produced this event. Essential when one environment holds released and unreleased code at once.,"Business telemetry, NOT click tracking. Answers 'why didn't Minot's 1119 show up' operationally, and 'how many manual interventions did we avoid' strategically. Append-only; never bind a gallery directly to it."
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Status_ID,Text,Y,Y,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,EOM_Item_ID,Text,Y,Y,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Reporting_Period,Text,Y,Y,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Fiscal_Year,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Portfolio_ID,Text,Y,Y,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Installation_ID,Text,Y,Y,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Installation_Name,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Facility_ID,Text,N,N,,Null for Installation and Contract scope,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Facility_Name,Text,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Operating_Model,Text,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Contract_ID,Text,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Requirement_ID,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Requirement_Name,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Document_Code,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Requirement_Scope,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Authority_Status,Text,Y,N,,Carried through so the COP can dim provisional requirements too,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Required_Flag,Boolean,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Due_Date,DateTime,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Received_Flag,Boolean,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Received_DateTime,DateTime,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Version_No,Number,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,QC_Status,Text,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Final_Status,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Status_Code,Number,Y,N,,0 Gray 1 Red 2 Yellow 3 Green,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Status_Semantic,Text,Y,N,,NOT_APPLICABLE | NOT_DUE | PENDING_VALIDATION | OVERDUE | NOT_SATISFIED | CORRECTION_REQUIRED | RECEIVED_PENDING_QC | ACCEPTED. Never colour-only.,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Action_Owner,Text,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Action_Required,Boolean,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Package_State,Text,Y,N,,"Facility-level rollup: ACTION_REQUIRED | IN_REVIEW | COMPLETE | IN_PROGRESS | NOT_APPLICABLE. Computed over semantic statuses, never over colour codes.",Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Days_Late,Number,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,On_Time_Flag,Boolean,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Current_File_URL,URL,N,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
MF_EOM_Status,MF EOM Status,One flat row per EOM item — the canonical Power BI fact,Generated_DateTime,DateTime,Y,N,,,Materialized by EOM-03. Power BI NEVER reconstructs workflow logic; it reads Status_Code and formats. Both the numeric code and the semantic string are stored so Power BI can colour on one and label on the other.
